,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,nursery,higher_x,internet,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
336,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14,father,1,2,1,no,yes,no,no,yes,yes,3,3,1,1,2,4,0,9,8,0
337,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14,mother,1,3,0,no,yes,no,no,yes,no,4,3,3,1,2,3,4,11,10,10
338,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,17,mother,1,3,0,no,no,no,no,yes,yes,5,4,3,2,3,1,7,13,13,14
339,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,17,mother,1,3,0,no,no,no,no,yes,yes,5,3,2,1,2,4,9,16,15,16
340,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,14,mother,1,3,0,no,yes,yes,no,yes,yes,5,4,5,2,3,5,0,10,10,9
341,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13,mother,1,3,0,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15
342,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,8,9,10,11,mother,2,1,1,no,yes,no,no,yes,no,2,5,5,5,5,5,10,11,13,13
343,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,10,9,11,other,3,2,3,no,no,no,no,yes,no,5,4,4,3,3,2,8,8,7,8
344,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,4,8,9,10,mother,2,2,0,no,yes,yes,no,yes,no,4,5,4,2,3,3,2,13,13,13
345,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0,9,10,9,mother,1,1,1,no,no,no,no,no,yes,4,3,3,2,3,3,7,8,7,8
346,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,9,10,other,3,1,1,no,yes,no,no,yes,no,4,4,4,3,3,5,4,8,8,8
347,MS,F,18,U,GT3,T,1,1,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3,7,8,7,mother,2,2,1,no,no,no,yes,yes,no,1,1,1,1,1,5,0,6,5,0
348,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,6,11,12,9,mother,2,2,1,no,no,no,yes,yes,no,1,1,1,1,1,5,0,6,5,0
349,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,10,11,11,mother,2,2,0,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,13,11,11
350,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,10,10,father,1,2,0,no,yes,no,no,yes,yes,5,3,4,1,1,5,0,10,9,9
351,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12,12,12,father,2,2,0,no,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13
352,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,15,14,15,mother,2,2,0,no,no,no,no,yes,yes,1,2,3,1,2,5,2,12,12,11
353,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,14,13,14,father,2,1,0,no,no,no,no,yes,yes,3,3,2,1,2,3,4,10,10,10
354,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,19,17,18,father,2,3,0,no,no,no,no,yes,no,5,3,2,1,1,4,0,18,16,16
355,MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,6,13,12,13,mother,2,2,0,no,yes,no,no,yes,yes,4,3,2,1,3,3,0,11,11,10
356,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,4,15,14,15,mother,1,2,0,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15
357,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,13,13,13,father,2,2,0,no,no,no,no,yes,no,3,2,2,1,2,3,0,12,11,12
358,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,0,8,10,9,mother,2,2,0,no,yes,yes,no,yes,no,3,3,4,2,4,3,4,10,10,10
359,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,15,16,16,mother,2,3,0,no,no,yes,no,yes,yes,4,2,2,2,2,5,0,13,13,13
360,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0,8,8,9,mother,3,1,1,no,yes,yes,no,yes,yes,5,2,1,1,2,1,0,7,6,0
361,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0,10,10,10,father,2,1,0,no,yes,yes,no,yes,yes,5,2,3,1,2,4,0,11,10,10
362,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,no,no,no,yes,yes,yes,3,2,2,4,2,5,0,7,5,0,father,3,2,0,no,yes,yes,no,yes,yes,3,2,2,4,2,5,10,14,12,11
363,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,2,3,3,3,9,10,10,father,3,1,0,no,yes,yes,yes,no,yes,4,3,3,2,3,3,3,14,12,12
364,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,10,11,12,mother,1,3,0,no,no,no,yes,yes,yes,3,4,3,1,1,3,8,13,11,11
365,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,4,7,8,9,mother,1,1,0,no,no,no,yes,yes,no,3,5,5,1,3,1,14,6,5,5
366,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,15,17,17,mother,2,3,0,no,no,no,no,yes,no,5,4,4,1,1,1,0,19,18,19
367,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,4,10,11,12,mother,4,3,0,no,no,no,no,yes,no,4,3,2,1,2,4,2,8,8,10
368,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,1,13,14,14,mother,1,2,0,no,no,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10
369,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,2,1,1,16,16,16,mother,1,2,0,no,no,yes,no,yes,yes,4,1,3,1,2,1,0,15,15,15
370,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,10,8,9,9,mother,1,2,0,no,yes,yes,yes,yes,no,4,5,4,2,3,1,17,10,10,10
371,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,4,17,18,19,father,1,2,0,no,no,yes,yes,yes,no,3,2,4,1,4,2,4,15,14,14
372,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0,mother,2,1,0,no,no,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7
373,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,4,14,15,16,father,2,2,0,no,no,no,yes,yes,no,4,4,3,1,1,3,2,11,11,10
374,MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,5,8,0,mother,2,1,1,no,no,no,no,yes,no,4,3,2,1,3,5,0,6,5,0
375,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,0,7,7,0,father,2,1,1,no,no,yes,no,yes,no,5,4,3,4,3,3,14,6,5,5
376,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0,14,17,15,mother,2,3,0,no,no,yes,no,yes,no,5,3,3,1,3,4,2,10,9,10
377,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,4,7,9,10,mother,3,1,0,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6
378,MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,4,10,11,10,mother,1,3,1,no,no,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0
379,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,4,15,15,16,mother,1,2,0,no,yes,yes,no,yes,no,4,3,4,1,1,1,0,7,9,8
380,MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,6,10,10,10,mother,2,1,0,no,no,no,no,yes,no,2,4,5,3,4,2,3,14,16,16
381,MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,4,10,11,11,mother,3,1,0,no,no,no,no,yes,no,4,4,1,3,4,5,0,11,12,10
